,titles,images,ratings,prices
384,"Diyeeni 2G Mobile Phone for Elderly, Unlocked Seniors Mobile Phone with Alarm Function & Big Buttons, Dual SIM Basic Mobile Phones, 1.8in Screen, BT, Flashlight MP3 Music (Black)",https://m.media-amazon.com/images/I/61Fv00rIFtL._AC_UY218_.jpg,No Rating,$25.60
385,"Yoidesu XS15 3G Mini Smartphone, 3in Touch Screen Super Small Cell Phone, Dual SIM 2GB RAM 16GB ROM for Android 8.1 Ultra Thin Mobile Phone, 1000mAh The World's Smallest Backup",https://m.media-amazon.com/images/I/51QsuogqirL._AC_UY218_.jpg,2.8 out of 5 stars,$62.16
386,Plum RAM Plus 4G Volte Unlocked Rugged Flip Phone 2022 Model ATT Tmobile - Black,https://m.media-amazon.com/images/I/71ASwe7v+wL._AC_UY218_.jpg,2.7 out of 5 stars,$89.54
387,"UMIDIGI Cell Phone G1 Plus, Android 13 Smart Phone, Dual SIM 4G LTE Mobile Phones, 3GB+32GB & 1TB Expandable Android Phone, 6.52"" HD+, 5150mAh Battery, GSM Unlocked",https://m.media-amazon.com/images/I/81A-F9Xi1YL._AC_UY218_.jpg,3.6 out of 5 stars,$67.99
388,"Cheap Smartphone， 6.0'' HD Display, Android 10.0, 16GB ROM(Extendable to 128GB), Dual SIM Dual Camera, WiFi,GPS,Face ID Mobile Phones (Blue)",https://m.media-amazon.com/images/I/61O+ay5DDTL._AC_UY218_.jpg,5.0 out of 5 stars,$65.99
389,"BLU JOY - 2.4"", Factory Unlocked Phone - Black",https://m.media-amazon.com/images/I/81bfRs0Wv7L._AC_UY218_.jpg,3.5 out of 5 stars,$32.99
390,Small Size Cellphone SOYES S23 Pro 3G Mini Smartphone 2GB RAM 16GB ROM Android 8.1 Touch Screen Creative Gift for Kid 3.0Inch Small Mobile Phone (Green),https://m.media-amazon.com/images/I/51kEVkep4CL._AC_UY218_.jpg,3.3 out of 5 stars,$54.99
391,Nokia G60 5G | Android 12 | Dual SIM | Unlocked Smartphone | 6/128GB | 6.58-Inch Screen | 50MP Triple Camera | Ice Gray,https://m.media-amazon.com/images/I/71g+3VPUSHL._AC_UY218_.jpg,4.0 out of 5 stars,$279.00
392,"Unlocked Android Phone A15 A15 PROMAX Android 13 Cell Phone with Dynamic Island 6GB+256GB 6800mAh,Fast Charging,HD Screen 48MP+108MP Camera Cell Phone with 5G Dual SIM Smart Phone (White)",https://m.media-amazon.com/images/I/61S+fsbknNL._AC_UY218_.jpg,4.7 out of 5 stars,$169.99
393,"JOBY GorillaPod Mobile Vlogging Kit (Smartphone Rig, Wavo Mobile Mic, Beamo Mini LED Light) Flexible Tripod, Phone Holder, Vlogging Microphone, Vlog Light, Vlogging Camera Kit, Content Creator Kit",https://m.media-amazon.com/images/I/61JWnYo9mnL._AC_UY218_.jpg,4.2 out of 5 stars,No Price
394,$25 120 Day Prepaid Phone Plan SIM Unlimited Data Talk & Text to 90+ Countries with 5GB Every 30-Days of 4G LTE/5G and Flexible Hotspot,https://m.media-amazon.com/images/I/719ohLmmvfL._AC_UY218_.jpg,3.4 out of 5 stars,$74.99
395,"$12.50/Month | Infimobile Prepaid Unlimited Plan: 6 Months | 15GB High-Speed Data Per Month | Unlimited Data Talk & Text | Prepaid Plan Service SIM Card | Nationwide Coverage | 4G, 5G Network",https://m.media-amazon.com/images/I/61jllCidwjL._AC_UY218_.jpg,No Rating,$75.00
396,Nokia G60 5G | Android 12 | Dual SIM | Unlocked Smartphone | 6/128GB | 6.58-Inch Screen | 50MP Triple Camera | Ice Gray,https://m.media-amazon.com/images/I/71g+3VPUSHL._AC_UY218_.jpg,4.0 out of 5 stars,$279.00
397,"Google Pixel 6a - 5G Android Phone - T-Mobile Locked - Smartphone with Telephoto/Wide Angle Lens, and 24-Hour Battery - 128GB - Charcoal(Renewed)",https://m.media-amazon.com/images/I/51Fvq6MmXWL._AC_UY218_.jpg,3.9 out of 5 stars,$194.53
398,"C23 Ultra 5G Unlocked Smartphone,6GB+256GB Fully Unlocked Cell Phone for Android 13, 6.8"" Unlocked Cell Phone, 6800mAh, 48MP+108MP Dual Camera/Dual SIM/Fingerprint Lock/Face ID 5G Phone (Black)",https://m.media-amazon.com/images/I/611falhvtfL._AC_UY218_.jpg,4.2 out of 5 stars,$188.88
399,"A14 Pro Max 5G Unlocked Smartphone,6GB+256GB, for Android 13, 6.8"" FHD Unlocked Cell Phone, 6800mAh, Battery Fast Charging,48MP+108MP Dual Camera/Dual SIM/Face ID 5G Phone(Dark Blue)",https://m.media-amazon.com/images/I/71m9X-qYjtL._AC_UY218_.jpg,4.4 out of 5 stars,$158.99
400,"l15 Pro Max Unlocked Android Phone,12+512GB Cell Phone,Android 13 Phone,6800mAh Battery Fast Charging,6.8"" HD Screen,72MP Camera,Support Dual SIM/Face Unlock/GPS-Black",https://m.media-amazon.com/images/I/71R0pYc2LeL._AC_UY218_.jpg,5.0 out of 5 stars,$199.99
401,"Blackview Rugged Smartphone Unlocked, 2024 BV4800 Rugged Phone, Android 13 Smartphone, 6GB+64GB/SD 2TB, 5180mAh, 6.56'' HD+, IP69K Waterproof Mobile Phone, NFC, Fingerprint ID, 3 Card Slots, T-Mobile",https://m.media-amazon.com/images/I/71lDdkrA4uL._AC_UY218_.jpg,5.0 out of 5 stars,$199.99
